valor,unidad,vigenciadesde,vigenciahasta
3120.04,COP,2019-03-08,2019-03-08
3162.4,COP,2019-03-09,2019-03-11
3168.35,COP,2019-03-12,2019-03-12
3153.2,COP,2019-03-13,2019-03-13
3145.53,COP,2019-03-14,2019-03-14
3144.42,COP,2019-03-15,2019-03-15
3123.28,COP,2019-03-16,2019-03-18
3102.25,COP,2019-03-19,2019-03-19
3095.39,COP,2019-03-20,2019-03-20
3092.39,COP,2019-03-21,2019-03-21
3082.45,COP,2019-03-22,2019-03-22
3126.19,COP,2019-03-23,2019-03-26
3145.55,COP,2019-03-27,2019-03-27
3186.43,COP,2019-03-28,2019-03-28
3190.94,COP,2019-03-29,2019-03-29
3174.79,COP,2019-03-30,2019-04-01
3146.81,COP,2019-04-02,2019-04-02
3143.36,COP,2019-04-03,2019-04-03
3128.47,COP,2019-04-04,2019-04-04
3132.78,COP,2019-04-05,2019-04-05
3126.2,COP,2019-04-06,2019-04-08
3115.22,COP,2019-04-09,2019-04-09
3105.2,COP,2019-04-10,2019-04-10
3095.66,COP,2019-04-11,2019-04-11
3113.91,COP,2019-04-12,2019-04-12
3109.32,COP,2019-04-13,2019-04-15
3136.69,COP,2019-04-16,2019-04-16
3160.87,COP,2019-04-17,2019-04-17
3160.48,COP,2019-04-18,2019-04-22
3149.99,COP,2019-04-23,2019-04-23
3177.94,COP,2019-04-24,2019-04-24
3213.23,COP,2019-04-25,2019-04-25
3237.98,COP,2019-04-26,2019-04-26
3227.79,COP,2019-04-27,2019-04-29
3247.72,COP,2019-04-30,2019-04-30
3233.97,COP,2019-05-01,2019-05-02
3262.17,COP,2019-05-03,2019-05-03
3240.44,COP,2019-05-04,2019-05-06
3254.03,COP,2019-05-07,2019-05-07
3288.81,COP,2019-05-08,2019-05-08
3290.12,COP,2019-05-09,2019-05-09
3293.62,COP,2019-05-10,2019-05-10
3274.3,COP,2019-05-11,2019-05-13
3299.01,COP,2019-05-14,2019-05-14
3285.14,COP,2019-05-15,2019-05-15
3295.51,COP,2019-05-16,2019-05-16
3290.27,COP,2019-05-17,2019-05-17
3313.72,COP,2019-05-18,2019-05-20
3342.21,COP,2019-05-21,2019-05-21
3344.45,COP,2019-05-22,2019-05-22
3340.96,COP,2019-05-23,2019-05-23
3368.76,COP,2019-05-24,2019-05-24
3358.84,COP,2019-05-25,2019-05-28
3362.48,COP,2019-05-29,2019-05-29
3375.29,COP,2019-05-30,2019-05-30
3357.82,COP,2019-05-31,2019-05-31
3377.16,COP,2019-06-01,2019-06-04
3306.37,COP,2019-06-05,2019-06-05
3296.87,COP,2019-06-06,2019-06-06
3288.69,COP,2019-06-07,2019-06-07
3274.72,COP,2019-06-08,2019-06-10
3257.06,COP,2019-06-11,2019-06-11
3249.56,COP,2019-06-12,2019-06-12
3264.47,COP,2019-06-13,2019-06-13
3266.72,COP,2019-06-14,2019-06-14
3270.7,COP,2019-06-15,2019-06-17
3286.63,COP,2019-06-18,2019-06-18
3264.98,COP,2019-06-19,2019-06-19
3248.91,COP,2019-06-20,2019-06-20
3202.01,COP,2019-06-21,2019-06-21
3191.17,COP,2019-06-22,2019-06-25
3187.15,COP,2019-06-26,2019-06-26
3177.94,COP,2019-06-27,2019-06-27
3197.23,COP,2019-06-28,2019-06-28
3205.67,COP,2019-06-29,2019-07-02
3211.06,COP,2019-07-03,2019-07-03
3206.92,COP,2019-07-04,2019-07-05
3217.18,COP,2019-07-06,2019-07-08
3207.66,COP,2019-07-09,2019-07-09
3223.67,COP,2019-07-10,2019-07-10
3212.91,COP,2019-07-11,2019-07-11
3197.5,COP,2019-07-12,2019-07-12
3190.33,COP,2019-07-13,2019-07-15
3190.66,COP,2019-07-16,2019-07-16
3199.72,COP,2019-07-17,2019-07-17
3189.21,COP,2019-07-18,2019-07-18
3183.01,COP,2019-07-19,2019-07-19
3169.51,COP,2019-07-20,2019-07-22
3177.76,COP,2019-07-23,2019-07-23
3188.01,COP,2019-07-24,2019-07-24
3194.67,COP,2019-07-25,2019-07-25
3213.09,COP,2019-07-26,2019-07-26
3233.26,COP,2019-07-27,2019-07-29
3262.81,COP,2019-07-30,2019-07-30
3296.85,COP,2019-07-31,2019-07-31
3291.79,COP,2019-08-01,2019-08-01
3329.23,COP,2019-08-02,2019-08-02
3365.78,COP,2019-08-03,2019-08-05
3459.47,COP,2019-08-06,2019-08-06
3431.28,COP,2019-08-07,2019-08-08
3394.61,COP,2019-08-09,2019-08-09
3382.71,COP,2019-08-10,2019-08-12
3436.26,COP,2019-08-13,2019-08-13
3407.76,COP,2019-08-14,2019-08-14
3449.27,COP,2019-08-15,2019-08-15
3447.76,COP,2019-08-16,2019-08-16
3441.4,COP,2019-08-17,2019-08-20
3420.99,COP,2019-08-21,2019-08-21
3385.28,COP,2019-08-22,2019-08-22
3376.99,COP,2019-08-23,2019-08-23
3399.95,COP,2019-08-24,2019-08-26
3432.85,COP,2019-08-27,2019-08-27
3457.89,COP,2019-08-28,2019-08-28
3477.53,COP,2019-08-29,2019-08-29
3464.15,COP,2019-08-30,2019-08-30
3427.29,COP,2019-08-31,2019-09-03
3438.61,COP,2019-09-04,2019-09-04
3401.04,COP,2019-09-05,2019-09-05
3377.39,COP,2019-09-06,2019-09-06
3361.7,COP,2019-09-07,2019-09-09
3368.8,COP,2019-09-10,2019-09-10
3373.75,COP,2019-09-11,2019-09-11
3372.48,COP,2019-09-12,2019-09-12
3359.2,COP,2019-09-13,2019-09-13
3356.15,COP,2019-09-14,2019-09-16
3364.43,COP,2019-09-17,2019-09-17
3380.92,COP,2019-09-18,2019-09-18
3377.79,COP,2019-09-19,2019-09-19
3377.72,COP,2019-09-20,2019-09-20
3402.32,COP,2019-09-21,2019-09-23
3437.78,COP,2019-09-24,2019-09-24
3438.66,COP,2019-09-25,2019-09-25
3451.02,COP,2019-09-26,2019-09-26
3435.71,COP,2019-09-27,2019-09-27
3462.01,COP,2019-09-28,2019-09-30
3477.45,COP,2019-10-01,2019-10-01
3491.29,COP,2019-10-02,2019-10-02
3497.34,COP,2019-10-03,2019-10-03
3467.6,COP,2019-10-04,2019-10-04
3430.28,COP,2019-10-05,2019-10-07
3445.76,COP,2019-10-08,2019-10-08
3452.57,COP,2019-10-09,2019-10-09
3454.56,COP,2019-10-10,2019-10-10
3458.42,COP,2019-10-11,2019-10-11
3431.46,COP,2019-10-12,2019-10-15
3451.33,COP,2019-10-16,2019-10-16
3459.55,COP,2019-10-17,2019-10-17
3465.35,COP,2019-10-18,2019-10-18
3428.63,COP,2019-10-19,2019-10-21
3442.78,COP,2019-10-22,2019-10-22
3430.3,COP,2019-10-23,2019-10-23
3409.29,COP,2019-10-24,2019-10-24
3387.72,COP,2019-10-25,2019-10-25
3395.25,COP,2019-10-26,2019-10-28
3382.19,COP,2019-10-29,2019-10-29
3380.9,COP,2019-10-30,2019-10-30
3389.94,COP,2019-10-31,2019-10-31
3383.29,COP,2019-11-01,2019-11-01
3339.19,COP,2019-11-02,2019-11-05
3318.47,COP,2019-11-06,2019-11-06
3319.64,COP,2019-11-07,2019-11-07
3327.02,COP,2019-11-08,2019-11-08
3341.01,COP,2019-11-09,2019-11-12
3384.21,COP,2019-11-13,2019-11-13
3441.89,COP,2019-11-14,2019-11-14
3452.67,COP,2019-11-15,2019-11-15
3421.26,COP,2019-11-16,2019-11-18
3447.74,COP,2019-11-19,2019-11-19
3434.49,COP,2019-11-20,2019-11-20
3445.95,COP,2019-11-21,2019-11-21
3440.66,COP,2019-11-22,2019-11-22
3410.77,COP,2019-11-23,2019-11-25
3433.94,COP,2019-11-26,2019-11-26
3469.01,COP,2019-11-27,2019-11-27
3502.92,COP,2019-11-28,2019-11-29
3522.48,COP,2019-11-30,2019-12-02
3508.39,COP,2019-12-03,2019-12-03
3506.67,COP,2019-12-04,2019-12-04
3478.57,COP,2019-12-05,2019-12-05
3459.97,COP,2019-12-06,2019-12-06
3430.31,COP,2019-12-07,2019-12-09
3418.48,COP,2019-12-10,2019-12-10
3418.61,COP,2019-12-11,2019-12-11
3387.73,COP,2019-12-12,2019-12-12
3372.23,COP,2019-12-13,2019-12-13
3374.29,COP,2019-12-14,2019-12-16
3364.24,COP,2019-12-17,2019-12-17
3347.86,COP,2019-12-18,2019-12-18
3329.98,COP,2019-12-19,2019-12-19
3322.38,COP,2019-12-20,2019-12-20
3325.47,COP,2019-12-21,2019-12-23
3316.92,COP,2019-12-24,2019-12-24
3305.84,COP,2019-12-25,2019-12-26
3281.4,COP,2019-12-27,2019-12-27
3294.05,COP,2019-12-28,2019-12-30
3277.14,COP,2019-12-31,2020-01-02
3258.84,COP,2020-01-03,2020-01-03
3262.05,COP,2020-01-04,2020-01-07
3264.26,COP,2020-01-08,2020-01-08
3254.42,COP,2020-01-09,2020-01-09
3253.89,COP,2020-01-10,2020-01-10
3272.62,COP,2020-01-11,2020-01-13
3288.05,COP,2020-01-14,2020-01-14
3278.83,COP,2020-01-15,2020-01-15
3296.74,COP,2020-01-16,2020-01-16
3313.4,COP,2020-01-17,2020-01-17
3320.77,COP,2020-01-18,2020-01-21
3347.91,COP,2020-01-22,2020-01-22
3337.77,COP,2020-01-23,2020-01-23
3353.76,COP,2020-01-24,2020-01-24
3366.01,COP,2020-01-25,2020-01-27
3398.4,COP,2020-01-28,2020-01-28
3392.6,COP,2020-01-29,2020-01-29
3395.1,COP,2020-01-30,2020-01-30
3411.45,COP,2020-01-31,2020-01-31
3423.24,COP,2020-02-01,2020-02-03
3401.56,COP,2020-02-04,2020-02-04
3368.87,COP,2020-02-05,2020-02-05
3355.44,COP,2020-02-06,2020-02-06
3378.43,COP,2020-02-07,2020-02-07
3408.35,COP,2020-02-08,2020-02-10
3440.96,COP,2020-02-11,2020-02-11
3432.89,COP,2020-02-12,2020-02-12
3394.8,COP,2020-02-13,2020-02-13
3385.11,COP,2020-02-14,2020-02-14
3378.29,COP,2020-02-15,2020-02-18
3410.24,COP,2020-02-19,2020-02-19
3400.98,COP,2020-02-20,2020-02-20
3403.5,COP,2020-02-21,2020-02-21
3398.05,COP,2020-02-22,2020-02-24
3431.6,COP,2020-02-25,2020-02-25
3425.22,COP,2020-02-26,2020-02-26
3441.88,COP,2020-02-27,2020-02-27
3507.11,COP,2020-02-28,2020-02-28
3539.86,COP,2020-02-29,2020-03-02
3512.17,COP,2020-03-03,2020-03-03
3455.56,COP,2020-03-04,2020-03-04
3458.45,COP,2020-03-05,2020-03-05
3522.41,COP,2020-03-06,2020-03-06
3584.58,COP,2020-03-07,2020-03-09
3803.6,COP,2020-03-10,2020-03-10
3780.39,COP,2020-03-11,2020-03-11
3835.15,COP,2020-03-12,2020-03-12
4034.66,COP,2020-03-13,2020-03-13
3941.92,COP,2020-03-14,2020-03-16
4099.93,COP,2020-03-17,2020-03-17
4044.55,COP,2020-03-18,2020-03-18
4128.38,COP,2020-03-19,2020-03-19
4153.91,COP,2020-03-20,2020-03-20
4079.96,COP,2020-03-21,2020-03-24
4104.9,COP,2020-03-25,2020-03-25
4086.34,COP,2020-03-26,2020-03-26
3995.83,COP,2020-03-27,2020-03-27
4042.8,COP,2020-03-28,2020-03-30
4064.81,COP,2020-03-31,2020-03-31
4054.54,COP,2020-04-01,2020-04-01
4081.06,COP,2020-04-02,2020-04-02
4065.5,COP,2020-04-03,2020-04-03
4008.78,COP,2020-04-04,2020-04-06
3978.38,COP,2020-04-07,2020-04-07
3910.15,COP,2020-04-08,2020-04-08
3886.79,COP,2020-04-09,2020-04-13
3870.31,COP,2020-04-14,2020-04-14
3858.21,COP,2020-04-15,2020-04-15
3920.83,COP,2020-04-16,2020-04-16
3942.92,COP,2020-04-17,2020-04-17
3973.06,COP,2020-04-18,2020-04-20
3967.76,COP,2020-04-21,2020-04-21
4045.01,COP,2020-04-22,2020-04-22
4037.95,COP,2020-04-23,2020-04-23
4020.94,COP,2020-04-24,2020-04-24
4039.87,COP,2020-04-25,2020-04-27
4039.83,COP,2020-04-28,2020-04-28
4046.04,COP,2020-04-29,2020-04-29
3983.29,COP,2020-04-30,2020-04-30
3932.72,COP,2020-05-01,2020-05-04
3990.1,COP,2020-05-05,2020-05-05
3926.07,COP,2020-05-06,2020-05-06
3961.66,COP,2020-05-07,2020-05-07
3924.54,COP,2020-05-08,2020-05-08
3882.27,COP,2020-05-09,2020-05-11
3901.34,COP,2020-05-12,2020-05-12
3880.48,COP,2020-05-13,2020-05-13
3901.3,COP,2020-05-14,2020-05-14
3947.79,COP,2020-05-15,2020-05-15
3926.06,COP,2020-05-16,2020-05-18
3851.07,COP,2020-05-19,2020-05-19
3824.3,COP,2020-05-20,2020-05-20
3804.12,COP,2020-05-21,2020-05-21
3774.25,COP,2020-05-22,2020-05-22
3782.66,COP,2020-05-23,2020-05-26
3725.56,COP,2020-05-27,2020-05-27
3743.79,COP,2020-05-28,2020-05-28
3723.42,COP,2020-05-29,2020-05-29
3718.82,COP,2020-05-30,2020-06-01
3716.35,COP,2020-06-02,2020-06-02
3651.42,COP,2020-06-03,2020-06-03
3588.89,COP,2020-06-04,2020-06-04
3597.47,COP,2020-06-05,2020-06-05
3565.06,COP,2020-06-06,2020-06-08
3599.0,COP,2020-06-09,2020-06-09
3643.02,COP,2020-06-10,2020-06-10
3674.81,COP,2020-06-11,2020-06-11
3746.46,COP,2020-06-12,2020-06-12
3758.15,COP,2020-06-13,2020-06-16
3741.88,COP,2020-06-17,2020-06-17
3749.03,COP,2020-06-18,2020-06-18
3760.22,COP,2020-06-19,2020-06-19
3733.27,COP,2020-06-20,2020-06-23
3706.06,COP,2020-06-24,2020-06-24
3722.27,COP,2020-06-25,2020-06-25
3735.93,COP,2020-06-26,2020-06-26
3758.91,COP,2020-06-27,2020-06-30
3756.28,COP,2020-07-01,2020-07-01
3723.67,COP,2020-07-02,2020-07-02
3660.18,COP,2020-07-03,2020-07-03
3645.9,COP,2020-07-04,2020-07-06
3633.32,COP,2020-07-07,2020-07-07
3631.54,COP,2020-07-08,2020-07-08
3625.61,COP,2020-07-09,2020-07-09
3633.42,COP,2020-07-10,2020-07-10
3615.75,COP,2020-07-11,2020-07-13
3617.22,COP,2020-07-14,2020-07-14
3638.22,COP,2020-07-15,2020-07-15
3611.61,COP,2020-07-16,2020-07-16
3627.86,COP,2020-07-17,2020-07-17
3651.93,COP,2020-07-18,2020-07-21
3628.2,COP,2020-07-22,2020-07-22
3627.28,COP,2020-07-23,2020-07-23
3660.15,COP,2020-07-24,2020-07-24
3690.8,COP,2020-07-25,2020-07-27
3679.17,COP,2020-07-28,2020-07-28
3718.69,COP,2020-07-29,2020-07-29
3716.89,COP,2020-07-30,2020-07-30
3739.49,COP,2020-07-31,2020-07-31
3733.08,COP,2020-08-01,2020-08-03
3768.39,COP,2020-08-04,2020-08-04
3792.98,COP,2020-08-05,2020-08-05
3775.95,COP,2020-08-06,2020-08-06
3769.67,COP,2020-08-07,2020-08-10
3770.22,COP,2020-08-11,2020-08-11
3749.3,COP,2020-08-12,2020-08-12
3755.61,COP,2020-08-13,2020-08-13
3767.05,COP,2020-08-14,2020-08-14
3783.15,COP,2020-08-15,2020-08-18
3784.15,COP,2020-08-19,2020-08-19
3766.73,COP,2020-08-20,2020-08-20
3792.13,COP,2020-08-21,2020-08-21
3827.27,COP,2020-08-22,2020-08-24
3843.69,COP,2020-08-25,2020-08-25
3867.32,COP,2020-08-26,2020-08-26
3846.64,COP,2020-08-27,2020-08-27
3820.17,COP,2020-08-28,2020-08-28
3760.38,COP,2020-08-29,2020-08-31
3745.41,COP,2020-09-01,2020-09-01
3683.28,COP,2020-09-02,2020-09-02
3653.7,COP,2020-09-03,2020-09-03
3653.23,COP,2020-09-04,2020-09-04
3702.62,COP,2020-09-05,2020-09-08
3757.21,COP,2020-09-09,2020-09-09
3717.25,COP,2020-09-10,2020-09-10
3700.28,COP,2020-09-11,2020-09-11
3709.0,COP,2020-09-12,2020-09-14
3697.0,COP,2020-09-15,2020-09-15
3683.49,COP,2020-09-16,2020-09-16
3703.86,COP,2020-09-17,2020-09-17
3714.65,COP,2020-09-18,2020-09-18
3725.37,COP,2020-09-19,2020-09-21
3790.54,COP,2020-09-22,2020-09-22
3813.3,COP,2020-09-23,2020-09-23
3863.6,COP,2020-09-24,2020-09-24
3873.8,COP,2020-09-25,2020-09-25
3867.81,COP,2020-09-26,2020-09-28
3859.9,COP,2020-09-29,2020-09-29
3878.94,COP,2020-09-30,2020-09-30
3865.47,COP,2020-10-01,2020-10-01
3842.34,COP,2020-10-02,2020-10-02
3881.8,COP,2020-10-03,2020-10-05
3843.75,COP,2020-10-06,2020-10-06
3826.77,COP,2020-10-07,2020-10-07
3837.79,COP,2020-10-08,2020-10-08
3839.73,COP,2020-10-09,2020-10-09
3824.25,COP,2020-10-10,2020-10-13
3856.32,COP,2020-10-14,2020-10-14
3843.59,COP,2020-10-15,2020-10-15
3854.47,COP,2020-10-16,2020-10-16
3846.48,COP,2020-10-17,2020-10-19
3842.76,COP,2020-10-20,2020-10-20
3830.79,COP,2020-10-21,2020-10-21
3784.51,COP,2020-10-22,2020-10-22
3776.73,COP,2020-10-23,2020-10-23
3782.66,COP,2020-10-24,2020-10-26
3812.82,COP,2020-10-27,2020-10-27
3810.23,COP,2020-10-28,2020-10-28
3841.46,COP,2020-10-29,2020-10-29
3849.53,COP,2020-10-30,2020-10-30
3858.56,COP,2020-10-31,2020-11-03
3823.45,COP,2020-11-04,2020-11-04
3807.13,COP,2020-11-05,2020-11-05
3763.82,COP,2020-11-06,2020-11-06
3738.19,COP,2020-11-07,2020-11-09
3646.15,COP,2020-11-10,2020-11-10
3650.5,COP,2020-11-11,2020-11-12
3646.22,COP,2020-11-13,2020-11-13
3639.95,COP,2020-11-14,2020-11-17
3635.19,COP,2020-11-18,2020-11-18
3647.73,COP,2020-11-19,2020-11-19
3647.1,COP,2020-11-20,2020-11-20
3649.9,COP,2020-11-21,2020-11-23
3632.92,COP,2020-11-24,2020-11-24
3643.24,COP,2020-11-25,2020-11-25
3620.39,COP,2020-11-26,2020-11-27
3611.44,COP,2020-11-28,2020-11-30
3591.84,COP,2020-12-01,2020-12-01
3558.57,COP,2020-12-02,2020-12-02
3533.21,COP,2020-12-03,2020-12-03
3481.44,COP,2020-12-04,2020-12-04
3467.49,COP,2020-12-05,2020-12-07
3487.65,COP,2020-12-08,2020-12-09
3465.76,COP,2020-12-10,2020-12-10
3448.89,COP,2020-12-11,2020-12-11
3433.45,COP,2020-12-12,2020-12-14
3426.97,COP,2020-12-15,2020-12-15
3422.44,COP,2020-12-16,2020-12-16
3416.21,COP,2020-12-17,2020-12-17
3410.82,COP,2020-12-18,2020-12-18
3420.26,COP,2020-12-19,2020-12-21
3442.41,COP,2020-12-22,2020-12-22
3444.9,COP,2020-12-23,2020-12-23
3482.51,COP,2020-12-24,2020-12-24
3493.77,COP,2020-12-25,2020-12-28
3495.39,COP,2020-12-29,2020-12-29
3482.1,COP,2020-12-30,2020-12-30
3432.5,COP,2020-12-31,2021-01-04
3420.78,COP,2021-01-05,2021-01-05
3450.74,COP,2021-01-06,2021-01-06
3428.04,COP,2021-01-07,2021-01-07
3459.39,COP,2021-01-08,2021-01-08
3478.11,COP,2021-01-09,2021-01-12
3487.65,COP,2021-01-13,2021-01-13
3478.36,COP,2021-01-14,2021-01-14
3469.76,COP,2021-01-15,2021-01-15
3466.8,COP,2021-01-16,2021-01-19
3482.03,COP,2021-01-20,2021-01-20
3476.19,COP,2021-01-21,2021-01-21
3477.48,COP,2021-01-22,2021-01-22
3525.25,COP,2021-01-23,2021-01-25
3582.41,COP,2021-01-26,2021-01-26
3591.48,COP,2021-01-27,2021-01-27
3636.91,COP,2021-01-28,2021-01-28
3585.44,COP,2021-01-29,2021-01-29
3559.46,COP,2021-01-30,2021-02-01
3561.37,COP,2021-02-02,2021-02-02
3534.99,COP,2021-02-03,2021-02-03
3522.57,COP,2021-02-04,2021-02-04
3558.63,COP,2021-02-05,2021-02-05
3543.28,COP,2021-02-06,2021-02-08
3554.65,COP,2021-02-09,2021-02-09
3583.23,COP,2021-02-10,2021-02-10
3557.16,COP,2021-02-11,2021-02-11
3525.45,COP,2021-02-12,2021-02-12
3515.65,COP,2021-02-13,2021-02-16
3518.19,COP,2021-02-17,2021-02-17
3545.84,COP,2021-02-18,2021-02-18
3537.86,COP,2021-02-19,2021-02-19
3555.4,COP,2021-02-20,2021-02-22
3602.41,COP,2021-02-23,2021-02-23
3590.37,COP,2021-02-24,2021-02-24
3578.29,COP,2021-02-25,2021-02-25
3588.23,COP,2021-02-26,2021-02-26
3624.39,COP,2021-02-27,2021-03-01
3622.36,COP,2021-03-02,2021-03-02
3646.61,COP,2021-03-03,2021-03-03
3676.94,COP,2021-03-04,2021-03-04
3647.99,COP,2021-03-05,2021-03-05
3640.2,COP,2021-03-06,2021-03-08
3623.61,COP,2021-03-09,2021-03-09
3598.77,COP,2021-03-10,2021-03-10
3561.91,COP,2021-03-11,2021-03-11
3534.62,COP,2021-03-12,2021-03-12
3575.3,COP,2021-03-13,2021-03-15
3575.63,COP,2021-03-16,2021-03-16
3553.51,COP,2021-03-17,2021-03-17
3578.02,COP,2021-03-18,2021-03-18
3569.45,COP,2021-03-19,2021-03-19
3553.34,COP,2021-03-20,2021-03-23
3589.82,COP,2021-03-24,2021-03-24
3635.12,COP,2021-03-25,2021-03-25
3658.22,COP,2021-03-26,2021-03-26
3665.41,COP,2021-03-27,2021-03-29
3705.85,COP,2021-03-30,2021-03-30
3736.91,COP,2021-03-31,2021-03-31
3678.62,COP,2021-04-01,2021-04-05
3645.79,COP,2021-04-06,2021-04-06
3645.14,COP,2021-04-07,2021-04-07
3639.62,COP,2021-04-08,2021-04-08
3634.07,COP,2021-04-09,2021-04-09
3650.23,COP,2021-04-10,2021-04-12
3653.57,COP,2021-04-13,2021-04-13
3666.17,COP,2021-04-14,2021-04-14
3665.49,COP,2021-04-15,2021-04-15
3620.4,COP,2021-04-16,2021-04-16
3595.57,COP,2021-04-17,2021-04-19
3606.42,COP,2021-04-20,2021-04-20
3636.26,COP,2021-04-21,2021-04-21
3639.12,COP,2021-04-22,2021-04-22
3630.81,COP,2021-04-23,2021-04-23
3640.07,COP,2021-04-24,2021-04-26
3659.62,COP,2021-04-27,2021-04-27
3717.46,COP,2021-04-28,2021-04-28
3699.74,COP,2021-04-29,2021-04-29
3712.89,COP,2021-04-30,2021-04-30
3740.14,COP,2021-05-01,2021-05-03
3816.65,COP,2021-05-04,2021-05-04
3831.35,COP,2021-05-05,2021-05-05
3846.28,COP,2021-05-06,2021-05-06
3800.33,COP,2021-05-07,2021-05-07
3765.33,COP,2021-05-08,2021-05-10
3714.94,COP,2021-05-11,2021-05-11
3703.2,COP,2021-05-12,2021-05-12
3734.09,COP,2021-05-13,2021-05-13
3728.09,COP,2021-05-14,2021-05-14
3682.84,COP,2021-05-15,2021-05-18
3655.74,COP,2021-05-19,2021-05-19
3682.66,COP,2021-05-20,2021-05-20
3721.57,COP,2021-05-21,2021-05-21
3738.19,COP,2021-05-22,2021-05-24
3750.66,COP,2021-05-25,2021-05-25
3735.41,COP,2021-05-26,2021-05-26
3747.48,COP,2021-05-27,2021-05-27
3729.02,COP,2021-05-28,2021-05-28
3715.28,COP,2021-05-29,2021-06-01
3671.38,COP,2021-06-02,2021-06-02
3642.29,COP,2021-06-03,2021-06-03
3657.41,COP,2021-06-04,2021-06-04
3609.2,COP,2021-06-05,2021-06-08
3597.18,COP,2021-06-09,2021-06-09
3588.41,COP,2021-06-10,2021-06-10
3589.86,COP,2021-06-11,2021-06-11
3626.02,COP,2021-06-12,2021-06-15
3693.35,COP,2021-06-16,2021-06-16
3690.56,COP,2021-06-17,2021-06-17
3730.45,COP,2021-06-18,2021-06-18
3753.77,COP,2021-06-19,2021-06-21
3758.08,COP,2021-06-22,2021-06-22
3784.45,COP,2021-06-23,2021-06-23
3773.11,COP,2021-06-24,2021-06-24
3770.35,COP,2021-06-25,2021-06-25
3739.03,COP,2021-06-26,2021-06-28
3713.17,COP,2021-06-29,2021-06-29
3756.67,COP,2021-06-30,2021-06-30
3748.5,COP,2021-07-01,2021-07-01
3775.53,COP,2021-07-02,2021-07-02
3777.17,COP,2021-07-03,2021-07-06
3782.27,COP,2021-07-07,2021-07-07
3815.22,COP,2021-07-08,2021-07-08
3850.46,COP,2021-07-09,2021-07-09
3829.46,COP,2021-07-10,2021-07-12
3824.08,COP,2021-07-13,2021-07-13
3826.85,COP,2021-07-14,2021-07-14
3796.07,COP,2021-07-15,2021-07-15
3809.07,COP,2021-07-16,2021-07-16
3808.46,COP,2021-07-17,2021-07-19
3842.97,COP,2021-07-20,2021-07-21
3855.68,COP,2021-07-22,2021-07-22
3866.86,COP,2021-07-23,2021-07-23
3874.44,COP,2021-07-24,2021-07-26
3904.17,COP,2021-07-27,2021-07-27
3918.49,COP,2021-07-28,2021-07-28
3902.18,COP,2021-07-29,2021-07-29
3836.95,COP,2021-07-30,2021-07-30
3867.88,COP,2021-07-31,2021-08-02
3865.46,COP,2021-08-03,2021-08-03
3913.59,COP,2021-08-04,2021-08-04
3911.36,COP,2021-08-05,2021-08-05
3910.81,COP,2021-08-06,2021-08-06
3949.33,COP,2021-08-07,2021-08-09
3988.27,COP,2021-08-10,2021-08-10
3979.8,COP,2021-08-11,2021-08-11
3950.43,COP,2021-08-12,2021-08-12
3887.07,COP,2021-08-13,2021-08-13
3830.25,COP,2021-08-14,2021-08-17
3868.41,COP,2021-08-18,2021-08-18
3861.33,COP,2021-08-19,2021-08-19
3876.08,COP,2021-08-20,2021-08-20
3874.95,COP,2021-08-21,2021-08-23
3867.73,COP,2021-08-24,2021-08-24
3861.88,COP,2021-08-25,2021-08-25
3865.04,COP,2021-08-26,2021-08-26
3870.57,COP,2021-08-27,2021-08-27
3834.13,COP,2021-08-28,2021-08-30
3806.87,COP,2021-08-31,2021-08-31
3774.0,COP,2021-09-01,2021-09-01
3753.3,COP,2021-09-02,2021-09-02
3780.85,COP,2021-09-03,2021-09-03
3790.04,COP,2021-09-04,2021-09-07
3812.76,COP,2021-09-08,2021-09-08
3816.14,COP,2021-09-09,2021-09-09
3829.72,COP,2021-09-10,2021-09-10
3836.85,COP,2021-09-11,2021-09-13
3835.27,COP,2021-09-14,2021-09-14
3830.83,COP,2021-09-15,2021-09-15
3825.36,COP,2021-09-16,2021-09-16
3818.16,COP,2021-09-17,2021-09-17
3828.18,COP,2021-09-18,2021-09-20
3851.22,COP,2021-09-21,2021-09-21
3843.77,COP,2021-09-22,2021-09-22
3834.66,COP,2021-09-23,2021-09-23
3835.67,COP,2021-09-24,2021-09-24
3844.88,COP,2021-09-25,2021-09-27
3837.91,COP,2021-09-28,2021-09-28
3841.94,COP,2021-09-29,2021-09-29
3834.68,COP,2021-09-30,2021-09-30
3812.77,COP,2021-10-01,2021-10-01
3781.35,COP,2021-10-02,2021-10-04
3786.05,COP,2021-10-05,2021-10-05
3796.3,COP,2021-10-06,2021-10-06
3788.03,COP,2021-10-07,2021-10-07
3772.44,COP,2021-10-08,2021-10-08
3765.8,COP,2021-10-09,2021-10-12
3738.48,COP,2021-10-13,2021-10-13
3725.75,COP,2021-10-14,2021-10-14
3755.29,COP,2021-10-15,2021-10-15
3772.49,COP,2021-10-16,2021-10-19
3766.94,COP,2021-10-20,2021-10-20
3770.58,COP,2021-10-21,2021-10-21
3783.3,COP,2021-10-22,2021-10-22
3780.38,COP,2021-10-23,2021-10-25
3769.98,COP,2021-10-26,2021-10-26
3774.46,COP,2021-10-27,2021-10-27
3761.21,COP,2021-10-28,2021-10-28
3766.1,COP,2021-10-29,2021-10-29
3784.44,COP,2021-10-30,2021-11-02
3778.69,COP,2021-11-03,2021-11-03
3837.84,COP,2021-11-04,2021-11-04
